song_id	genius_url	artist_name	song_name
0	Kendrick-lamar-swimming-pools-drank-lyrics	Kendrick lamar	swimming pools drank
1	Kendrick-lamar-money-trees-lyrics	Kendrick lamar	money trees
2	Kendrick-lamar-xxx-lyrics	Kendrick lamar	xxx
4	Kendrick-lamar-dna-lyrics	Kendrick lamar	dna
5	Kendrick-lamar-poetic-justice-lyrics	Kendrick lamar	poetic justice
6	Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics	Kendrick lamar	bitch dont kill my vibe
7	Kendrick-lamar-king-kunta-lyrics	Kendrick lamar	king kunta
8	Kendrick-lamar-element-lyrics	Kendrick lamar	element
9	Kendrick-lamar-the-blacker-the-berry-lyrics	Kendrick lamar	the blacker the berry
10	Kendrick-lamar-loyalty-lyrics	Kendrick lamar	loyalty
11	Kendrick-lamar-alright-lyrics	Kendrick lamar	alright
12	Kendrick-lamar-backseat-freestyle-lyrics	Kendrick lamar	backseat freestyle
13	Kendrick-lamar-love-lyrics	Kendrick lamar	love
16	Lil-wayne-mona-lisa-lyrics	Lil wayne	mona lisa
17	Kanye-west-all-day-lyrics	Kanye west	all day
18	Kendrick-lamar-the-heart-part-4-lyrics	Kendrick lamar	the heart part 4
20	Kendrick-lamar-mortal-man-lyrics	Kendrick lamar	mortal man
21	Kendrick-lamar-the-art-of-peer-pressure-lyrics	Kendrick lamar	the art of peer pressure
22	Kendrick-lamar-wesleys-theory-lyrics	Kendrick lamar	wesleys theory
23	Kendrick-lamar-duckworth-lyrics	Kendrick lamar	duckworth
24	Kendrick-lamar-black-friday-lyrics	Kendrick lamar	black friday
25	Sia-the-greatest-lyrics	Sia	the greatest
26	The-weeknd-sidewalks-lyrics	The weeknd	sidewalks
27	Kendrick-lamar-the-recipe-lyrics	Kendrick lamar	the recipe
28	Kendrick-lamar-sherane-aka-master-splinters-daughter-lyrics	Kendrick lamar	sherane aka master splinters daughter
29	Kendrick-lamar-hood-politics-lyrics	Kendrick lamar	hood politics
30	Kendrick-lamar-lust-lyrics	Kendrick lamar	lust
31	Kendrick-lamar-feel-lyrics	Kendrick lamar	feel
32	Kendrick-lamar-bitch-dont-kill-my-vibe-remix-lyrics	Kendrick lamar	bitch dont kill my vibe remix
33	J-cole-forbidden-fruit-lyrics	J cole	forbidden fruit
35	Kendrick-lamar-god-lyrics	Kendrick lamar	god
36	Kendrick-lamar-cartoon-and-cereal-lyrics	Kendrick lamar	cartoon and cereal
37	Taylor-swift-bad-blood-remix-lyrics	Taylor swift	bad blood remix
38	Kendrick-lamar-blood-lyrics	Kendrick lamar	blood
41	Chris-brown-autumn-leaves-lyrics	Chris brown	autumn leaves
43	Tech-n9ne-fragile-lyrics	Tech n9ne	fragile
44	Kendrick-lamar-institutionalized-lyrics	Kendrick lamar	institutionalized
45	Black-hippy-uoeno-lyrics	Black hippy	uoeno
46	Beyonce-freedom-lyrics	Beyonce	freedom
49	Kendrick-lamar-momma-lyrics	Kendrick lamar	momma
51	Pusha-t-nosetalgia-lyrics	Pusha t	nosetalgia
52	Imagine-dragons-radioactive-remix-lyrics	Imagine dragons	radioactive remix
57	Kendrick-lamar-the-spiteful-chant-lyrics	Kendrick lamar	the spiteful chant
59	Kendrick-lamar-hol-up-lyrics	Kendrick lamar	hol up
61	Jay-rock-vice-city-lyrics	Jay rock	vice city
62	Kendrick-lamar-fuck-your-ethnicity-lyrics	Kendrick lamar	fuck your ethnicity
63	Kendrick-lamar-compton-lyrics	Kendrick lamar	compton
65	Rick-ross-power-circle-lyrics	Rick ross	power circle
66	Sza-babylon-lyrics	Sza	babylon
70	50-cent-we-up-lyrics	50 cent	we up
71	Kendrick-lamar-now-or-never-lyrics	Kendrick lamar	now or never
74	Dr-dre-deep-water-lyrics	Dr dre	deep water
77	Fredo-santana-jealous-lyrics	Fredo santana	jealous
79	Danny-brown-really-doe-lyrics	Danny brown	really doe
81	Kendrick-lamar-black-panther-lyrics	Kendrick lamar	black panther
82	Robin-thicke-give-it-2-u-lyrics	Robin thicke	give it 2 u
83	Miguel-how-many-drinks-remix-lyrics	Mi	how many drinks remix
86	Mike-will-made-it-buy-the-world-lyrics	Mike will made it	buy the world
88	Jay-rock-hood-gone-love-it-lyrics	Jay rock	hood gone love it
89	Alicia-keys-its-on-again-lyrics	Alicia keys	its on again
91	Kendrick-lamar-hoc-lyrics	Kendrick lamar	hoc
97	Meek-mill-a1-everything-lyrics	Meek mill	a1 everything
98	Kid-cudi-solo-dolo-part-ii-lyrics	Kid cudi	solo dolo part ii
101	Kendrick-lamar-monster-freestyle-lyrics	Kendrick lamar	monster freestyle
102	Jeezy-american-dream-lyrics	Jeez	american dream
103	The-game-see-no-evil-lyrics	The game	see no evil
105	Dr-dre-genocide-lyrics	Dr dre	genocide
106	Kendrick-lamar-michael-jordan-lyrics	Kendrick lamar	michael jordan
107	Jay-rock-wow-freestyle-lyrics	Jay rock	wow freestyle
108	Nipsey-hussle-dedication-lyrics	Nipsey hussle	dedication
110	Kendrick-lamar-faith-lyrics	Kendrick lamar	faith
111	Schoolboy-q-by-any-means-lyrics	Schoolboy q	by any means
113	Kendrick-lamar-average-joe-lyrics	Kendrick lamar	average joe
115	Schoolboy-q-overtime-lyrics	Schoolboy q	overtime
116	Schoolboy-q-sacrilegious-lyrics	Schoolboy q	sacrilegious
117	Kendrick-lamar-county-building-blues-lyrics	Kendrick lamar	county building blues
118	The-game-on-me-lyrics	The game	on me
120	Jay-rock-pay-for-it-lyrics	Jay rock	pay for it
121	Kendrick-lamar-she-needs-me-lyrics	Kendrick lamar	she needs me
122	Kendrick-lamar-chapter-six-lyrics	Kendrick lamar	chapter six
123	The-lonely-island-yolo-lyrics	The lonely island	yolo
124	A-tribe-called-quest-conrad-tokyo-lyrics	A tribe called quest	conrad tokyo
125	Dj-khaled-they-ready-lyrics	Dj khaled	they ready
126	Jay-rock-win-lyrics	Jay rock	win
130	Schoolboy-q-rolling-stone-lyrics	Schoolboy q	rolling stone
133	Birdman-b-boyz-lyrics	Birdman	b boyz
136	Kendrick-lamar-beyonce-lyrics	Kendrick lamar	beyonce
137	Kendrick-lamar-i-hate-you-lyrics	Kendrick lamar	i hate you
138	Jay-rock-easy-bake-lyrics	Jay rock	easy bake
139	Dom-kennedy-we-ball-lyrics	Dom kennedy	we ball
140	Schoolboy-q-birds-and-the-beez-lyrics	Schoolboy q	birds and the beez
144	Kendrick-lamar-she-needs-me-remix-lyrics	Kendrick lamar	she needs me remix
147	Kendrick-lamar-barbed-wire-lyrics	Kendrick lamar	barbed wire
150	Kendrick-lamar-chapter-ten-lyrics	Kendrick lamar	chapter ten
151	Schoolboy-q-floating-lyrics	Schoolboy q	floating
152	Talib-kweli-push-thru-lyrics	Talib kweli	push thru
153	Kendrick-lamar-let-me-be-me-lyrics	Kendrick lamar	let me be me
154	Kendrick-lamar-dreams-lyrics	Kendrick lamar	dreams
155	U2-get-out-of-your-own-way-lyrics	U2	get out of your own way
157	Kendrick-lamar-is-it-love-lyrics	Kendrick lamar	is it love
158	Rapsody-power-lyrics	Rapsody	power
159	Rich-gang-100-favors-lyrics	Rich gang	100 favors
163	Kendrick-lamar-heaven-and-hell-lyrics	Kendrick lamar	heaven and hell
166	Tyga-swimming-pools-lyrics	Tyga	swimming pools
167	Kendrick-lamar-war-is-my-love-lyrics	Kendrick lamar	war is my love
168	Kendrick-lamar-backwards-lyrics	Kendrick lamar	backwards
171	Jeezy-holy-ghost-remix-lyrics	Jeez	holy ghost remix
172	Kendrick-lamar-last-real-nigga-alive-lyrics	Kendrick lamar	last real nigga alive
173	Kendrick-lamar-night-of-the-living-junkies-lyrics	Kendrick lamar	night of the living junkies
174	Kendrick-lamar-wanna-be-heard-lyrics	Kendrick lamar	wanna be heard
175	Kendrick-lamar-a-little-appalled-lyrics	Kendrick lamar	a little appalled
176	Big-sean-control-lyrics	Big sean	control
177	Kendrick-lamar-maad-city-lyrics	Kendrick lamar	maad city
178	Kendrick-lamar-fear-lyrics	Kendrick lamar	fear
179	Kendrick-lamar-hiiipower-lyrics	Kendrick lamar	hiiipower
180	Kendrick-lamar-u-lyrics	Kendrick lamar	u
181	Kendrick-lamar-rigamortus-lyrics	Kendrick lamar	rigamortus
183	Kendrick-lamar-yah-lyrics	Kendrick lamar	yah
184	Schoolboy-q-blessed-lyrics	Schoolboy q	blessed
185	Kendrick-lamar-real-lyrics	Kendrick lamar	real
190	Kendrick-lamar-look-out-for-detox-lyrics	Kendrick lamar	look out for detox
191	Kendrick-lamar-ignorance-is-bliss-lyrics	Kendrick lamar	ignorance is bliss
192	Mac-miller-fight-the-feeling-lyrics	Mac miller	fight the feeling
194	Kendrick-lamar-ab-souls-outro-lyrics	Kendrick lamar	ab souls outro
195	Flying-lotus-never-catch-me-lyrics	Flying lotus	never catch me
196	Kendrick-lamar-collect-calls-lyrics	Kendrick lamar	collect calls
197	Schoolboy-q-numb-numb-juice-lyrics	Schoolboy q	numb numb juice
200	Vince-staples-yeah-right-lyrics	Vince staples	yeah right
202	Black-hippy-say-wassup-lyrics	Black hippy	say wassup
203	Big-sean-100-lyrics	Big sean	100
204	2-chainz-momma-i-hit-a-lick-lyrics	2 chainz	momma i hit a lick
205	Kendrick-lamar-best-rapper-under-25-lyrics	Kendrick lamar	best rapper under 25
206	Kendrick-lamar-vanity-slaves-lyrics	Kendrick lamar	vanity slaves
209	Schoolboy-q-black-thoughts-lyrics	Schoolboy q	black thoughts
210	Kendrick-lamar-i-do-this-lyrics	Kendrick lamar	i do this
213	Kendrick-lamar-the-relevant-lyrics	Kendrick lamar	the relevant
217	Kendrick-lamar-celebration-lyrics	Kendrick lamar	celebration
218	Thundercat-walk-on-by-lyrics	Thundercat	walk on by
219	Kendrick-lamar-funkmaster-flex-freestyle-lyrics	Kendrick lamar	funkmaster flex freestyle
221	Kendrick-lamar-compton-state-of-mind-lyrics	Kendrick lamar	compton state of mind
222	Jay-rock-tap-out-lyrics	Jay rock	tap out
223	Jay-rock-no-joke-lyrics	Jay rock	no joke
224	Jay-rock-redemption-lyrics	Jay rock	redemption
226	Schoolboy-q-drunk-lyrics	Schoolboy q	drunk
227	Schoolboy-q-live-again-lyrics	Schoolboy q	live again
229	Kendrick-lamar-untitled-07-levitate-lyrics	Kendrick lamar	untitled 07 levitate
230	Yg-hootie-two-presidents-lyrics	Yg hootie	two presidents
231	Kendrick-lamar-determined-lyrics	Kendrick lamar	determined
233	Kendrick-lamar-god-is-gangsta-lyrics	Kendrick lamar	god is gangsta
236	Dido-let-us-move-on-lyrics	Dido	let us move on
237	Bridget-kelly-street-dreamin-lyrics	Bridget kelly	street dreamin
238	Black-hippy-zip-that-chop-that-lyrics	Black hippy	zip that chop that
240	Bj-the-chicago-kid-the-new-cupid-lyrics	Bj the chicago kid	the new cupid
241	U2-american-soul-lyrics	U2	american soul
242	Kendrick-lamar-today-lyrics	Kendrick lamar	today
248	Kendrick-lamar-for-the-girlfriends-lyrics	Kendrick lamar	for the girlfriends
250	Tech-n9ne-i-love-music-lyrics	Tech n9ne	i love music
253	Kendrick-lamar-sex-with-society-lyrics	Kendrick lamar	sex with society
254	Jay-rock-code-red-lyrics	Jay rock	code red
255	Jhene-aiko-growing-apart-too-lyrics	Jhene aiko	growing apart too
256	Kendrick-lamar-far-from-here-lyrics	Kendrick lamar	far from here
257	Kendrick-lamar-world-negatives-lyrics	Kendrick lamar	world negatives
258	Kendrick-lamar-thanksgiving-lyrics	Kendrick lamar	thanksgiving
259	Kendrick-lamar-young-and-black-lyrics	Kendrick lamar	young and black
262	Kendrick-lamar-compton-chemistry-lyrics	Kendrick lamar	compton chemistry
264	The-game-murder-lyrics	The game	murder
265	Kendrick-lamar-phone-home-lyrics	Kendrick lamar	phone home
266	Xv-textbook-stuff-lyrics	Xv	textbook stuff
267	Kendrick-lamar-dumb-it-down-lyrics	Kendrick lamar	dumb it down
268	Nitty-scott-flower-child-lyrics	Nitty scott	flower child
271	Mayer-hawthorne-crime-lyrics	Mayer hawthorne	crime
272	Dj-drama-my-way-lyrics	Dj drama	my way
273	Kendrick-lamar-bitch-im-in-the-club-lyrics	Kendrick lamar	bitch im in the club
274	Kendrick-lamar-look-over-your-shoulders-lyrics	Kendrick lamar	look over your shoulders
275	Terrace-martin-do-it-again-lyrics	Terrace martin	do it again
276	Kendrick-lamar-kurupted-lyrics	Kendrick lamar	kurupted
280	Schoolboy-q-light-years-ahead-sky-high-lyrics	Schoolboy q	light years ahead sky high
281	Kendrick-lamar-dont-understand-lyrics	Kendrick lamar	dont understand
282	Quadron-better-off-lyrics	Quadron	better off
283	Kendrick-lamar-k104-halloween-freestyle-lyrics	Kendrick lamar	k104 halloween freestyle
285	Black-hippy-black-hippy-freestyle-lyrics	Black hippy	black hippy freestyle
287	Kendrick-lamar-for-the-homies-lyrics	Kendrick lamar	for the homies
288	Kendrick-lamar-trip-lyrics	Kendrick lamar	trip
289	Kendrick-lamar-play-with-fire-lyrics	Kendrick lamar	play with fire
292	Kendrick-lamar-welcome-to-c4-lyrics	Kendrick lamar	welcome to c4
293	Kendrick-lamar-misunderstood-lyrics	Kendrick lamar	misunderstood
295	Kendrick-lamar-uncle-bobby-and-jason-keaton-lyrics	Kendrick lamar	uncle bobby and jason keaton
296	Kendrick-lamar-my-people-lyrics	Kendrick lamar	my people
297	Busta-rhymes-poetic-justice-lyrics	Busta rhymes	poetic justice
300	Terrace-martin-i-had-no-idea-lyrics	Terrace martin	i had no idea
301	Kendrick-lamar-imagine-lyrics	Kendrick lamar	imagine
306	Black-hippy-on-some-other-shit-lyrics	Black hippy	on some other shit
308	Kendrick-lamar-the-best-rapper-alive-lyrics	Kendrick lamar	the best rapper alive
309	Kendrick-lamar-blame-god-lyrics	Kendrick lamar	blame god
312	Glasses-malone-thuggin-lyrics	Glasses malone	thuggin
313	Jay-rock-troopers-lyrics	Jay rock	troopers
314	Terrace-martin-thirsty-lyrics	Terrace martin	thirsty
315	Black-hippy-shadow-of-death-lyrics	Black hippy	shadow of death
316	Kendrick-lamar-outrageous-lyrics	Kendrick lamar	outrageous
318	Kendrick-lamar-my-mind-drifts-lyrics	Kendrick lamar	my mind drifts
319	Jay-rock-elbows-lyrics	Jay rock	elbows
321	Kendrick-lamar-skill-still-appeal-lyrics	Kendrick lamar	skill still appeal
325	Black-hippy-tde-roll-call-lyrics	Black hippy	tde roll call
326	Jay-rock-colors-lyrics	Jay rock	colors
330	Kendrick-lamar-g-code-lyrics	Kendrick lamar	g code
331	Schoolboy-q-evil-lyrics	Schoolboy q	evil
332	Kendrick-lamar-vegas-lyrics	Kendrick lamar	vegas
336	Lady-gaga-partynauseous-lyrics	Lady gaga	partynauseous
338	Black-hippy-scenario-lyrics	Black hippy	scenario
341	Ransom-pray-for-me-lyrics	Ransom	pray for me
342	Kendrick-lamar-gang-member-lyrics	Kendrick lamar	gang member
343	Kendrick-lamar-take-off-your-pants-lyrics	Kendrick lamar	take off your pants
344	Dj-kay-slay-highway-to-hell-lyrics	Dj kay slay	highway to hell
345	Black-hippy-i-do-it-for-hip-hop-lyrics	Black hippy	i do it for hip hop
346	Kendrick-lamar-biggie-lyrics	Kendrick lamar	biggie
348	Kendrick-lamar-one-shot-kill-lyrics	Kendrick lamar	one shot kill
349	Kendrick-lamar-shot-down-lyrics	Kendrick lamar	shot down
350	Kendrick-lamar-warning-shot-lyrics	Kendrick lamar	warning shot
351	Kendrick-lamar-shake-it-off-freestyle-lyrics	Kendrick lamar	shake it off freestyle
352	Kendrick-lamar-rare-breed-lyrics	Kendrick lamar	rare breed
353	Bj-the-chicago-kid-the-world-is-a-ghetto-lyrics	Bj the chicago kid	the world is a ghetto
355	Buddy-staircases-lyrics	Buddy	staircases
360	Kendrick-lamar-lmao-lyrics	Kendrick lamar	lmao
361	Kendrick-lamar-what-the-deal-lyrics	Kendrick lamar	what the deal
362	Kendrick-lamar-illuminati-proper-lyrics	Kendrick lamar	illuminati proper
363	Pac-div-cross-trainers-lyrics	Pac div	cross trainers
367	Kendrick-lamar-the-only-nigga-lyrics	Kendrick lamar	the only nigga
368	Kendrick-lamar-good-morning-america-lyrics	Kendrick lamar	good morning america
369	Dj-kay-slay-cold-summer-lyrics	Dj kay slay	cold summer
370	Jay-rock-diary-of-a-broke-nigga-lyrics	Jay rock	diary of a broke nigga
371	Black-hippy-try-me-lyrics	Black hippy	try me
373	Yg-hootie-the-city-lyrics	Yg hootie	the city
374	Terrace-martin-triangle-ship-lyrics	Terrace martin	triangle ship
377	Jay-rock-roll-on-lyrics	Jay rock	roll on
379	Punch-25-lyrics	Punch	25
380	Jay-rock-to-the-top-lyrics	Jay rock	to the top
384	Kendrick-lamar-go-dj-lyrics	Kendrick lamar	go dj
385	Kendrick-lamar-before-i-commit-suicide-lyrics	Kendrick lamar	before i commit suicide
387	Overdoz-taking-me-down-lyrics	Overdoz	taking me down
389	Kendrick-lamar-famous-pipe-game-lyrics	Kendrick lamar	famous pipe game
391	Kendrick-lamar-yung-boys-world-lyrics	Kendrick lamar	yung boys world
393	The-game-cali-niggaz-lyrics	The game	cali niggaz
398	Bilal-money-over-love-lyrics	Bilal	money over love
400	Colin-munroe-scars-n-stars-lyrics	Colin munroe	scars n stars
402	Kendrick-lamar-elbows-lyrics	Kendrick lamar	elbows
404	Kendrick-lamar-blow-them-horns-lyrics	Kendrick lamar	blow them horns
405	Kendrick-lamar-own-this-city-lyrics	Kendrick lamar	own this city
407	Eminem-killshot-lyrics	Eminem	killshot
408	Eminem-rap-god-lyrics	Eminem	rap god
409	Eminem-lose-yourself-lyrics	Eminem	lose yourself
410	Eminem-the-monster-lyrics	Eminem	the monster
411	Eminem-kamikaze-lyrics	Eminem	kamikaze
412	Eminem-without-me-lyrics	Eminem	without me
413	Eminem-bad-guy-lyrics	Eminem	bad guy
414	Eminem-the-real-slim-shady-lyrics	Eminem	the real slim shady
415	Eminem-love-the-way-you-lie-lyrics	Eminem	love the way you lie
416	Eminem-no-love-lyrics	Eminem	no love
417	Eminem-headlights-lyrics	Eminem	headlights
418	Eminem-not-afraid-lyrics	Eminem	not afraid
419	Big-sean-no-favors-lyrics	Big sean	no favors
420	Eminem-greatest-lyrics	Eminem	greatest
422	Eminem-when-im-gone-lyrics	Eminem	when im gone
423	Eminem-cleanin-out-my-closet-lyrics	Eminem	cleanin out my closet
424	Eminem-my-name-is-lyrics	Eminem	my name is
425	Eminem-space-bound-lyrics	Eminem	space bound
426	Eminem-guts-over-fear-lyrics	Eminem	guts over fear
427	Eminem-like-toy-soldiers-lyrics	Eminem	like toy soldiers
428	Eminem-the-way-i-am-lyrics	Eminem	the way i am
429	Eminem-superman-lyrics	Eminem	superman
430	Eminem-sing-for-the-moment-lyrics	Eminem	sing for the moment
431	50-cent-many-men-wish-death-lyrics	50 cent	many men wish death
433	Eminem-detroit-vs-everybody-lyrics	Eminem	detroit vs everybody
434	Eminem-untouchable-lyrics	Eminem	untouchable
435	Eminem-so-much-better-lyrics	Eminem	so much better
436	Bad-meets-evil-fast-lane-lyrics	Bad meets evil	fast lane
437	Dr-dre-i-need-a-doctor-lyrics	Dr dre	i need a doctor
438	Eminem-marshall-mathers-lyrics	Eminem	marshall mathers
439	50-cent-my-life-lyrics	50 cent	my life
440	Eminem-stepping-stone-lyrics	Eminem	stepping stone
441	Eminem-criminal-lyrics	Eminem	criminal
443	Eminem-kings-never-die-lyrics	Eminem	kings never die
444	Eminem-im-back-lyrics	Eminem	im back
445	Eminem-asshole-lyrics	Eminem	asshole
447	Eminem-just-dont-give-a-fuck-lyrics	Eminem	just dont give a fuck
448	Eminem-phenomenal-lyrics	Eminem	phenomenal
449	Eminem-infinite-lyrics	Eminem	infinite
450	Eminem-white-america-lyrics	Eminem	white america
451	Eminem-good-guy-lyrics	Eminem	good guy
452	Lil-wayne-drop-the-world-lyrics	Lil wayne	drop the world
453	Eminem-normal-lyrics	Eminem	normal
455	Eminem-brainless-lyrics	Eminem	brainless
457	Rihanna-love-the-way-you-lie-pt-ii-lyrics	Rihanna	love the way you lie pt ii
459	Eminem-fack-lyrics	Eminem	fack
460	Nicki-minaj-romans-revenge-lyrics	Nicki minaj	romans revenge
462	Ed-sheeran-remember-the-name-lyrics	Ed sheeran	remember the name
463	Eminem-framed-lyrics	Eminem	framed
464	Eminem-hailies-song-lyrics	Eminem	hailies song
465	Eminem-arose-lyrics	Eminem	arose
466	Eminem-ass-like-that-lyrics	Eminem	ass like that
468	Eminem-cold-wind-blows-lyrics	Eminem	cold wind blows
469	Eminem-just-lose-it-lyrics	Eminem	just lose it
470	Eminem-bad-husband-lyrics	Eminem	bad husband
471	Eminem-business-lyrics	Eminem	business
472	Eminem-brain-damage-lyrics	Eminem	brain damage
473	Eminem-shadyxv-lyrics	Eminem	shadyxv
474	Eminem-cinderella-man-lyrics	Eminem	cinderella man
475	Eminem-like-home-lyrics	Eminem	like home
476	Akon-smack-that-lyrics	Akon	smack that
477	Eminem-drug-ballad-lyrics	Eminem	drug ballad
479	Eminem-nowhere-fast-lyrics	Eminem	nowhere fast
480	Eminem-my-darling-lyrics	Eminem	my darling
482	Eminem-baby-lyrics	Eminem	baby
483	Slaughterhouse-psychopath-killer-lyrics	Slaughterhouse	psychopath killer
484	2pac-ghetto-gospel-lyrics	2pac	ghetto gospel
485	Eminem-rock-bottom-lyrics	Eminem	rock bottom
486	Eminem-insane-lyrics	Eminem	insane
487	D12-my-band-lyrics	D12	my band
488	Eminem-groundhog-day-lyrics	Eminem	groundhog day
489	Eminem-in-your-head-lyrics	Eminem	in your head
490	Eminem-remind-me-lyrics	Eminem	remind me
491	Eminem-3-am-lyrics	Eminem	3 am
492	Eminem-my-dads-gone-crazy-lyrics	Eminem	my dads gone crazy
493	Eminem-still-dont-give-a-fuck-lyrics	Eminem	still dont give a fuck
495	Eminem-deja-vu-lyrics	Eminem	deja vu
496	Skylar-grey-twisted-lyrics	Skylar grey	twisted
498	Eminem-crack-a-bottle-lyrics	Eminem	crack a bottle
499	Eminem-tragic-endings-lyrics	Eminem	tragic endings
500	D12-purple-pills-lyrics	D12	purple pills
501	Eminem-square-dance-lyrics	Eminem	square dance
503	Eminem-go-to-sleep-lyrics	Eminem	go to sleep
504	Eminem-rain-man-lyrics	Eminem	rain man
505	Eminem-if-i-had-lyrics	Eminem	if i had
506	Eminem-talkin-2-myself-lyrics	Eminem	talkin 2 myself
507	Eminem-heat-lyrics	Eminem	heat
508	Eminem-almost-famous-lyrics	Eminem	almost famous
509	Boogie-rainy-days-lyrics	Boogie	rainy days
510	Eminem-under-the-influence-lyrics	Eminem	under the influence
511	Eminem-seduction-lyrics	Eminem	seduction
512	Eminem-my-mom-lyrics	Eminem	my mom
513	Skylar-grey-kill-for-you-lyrics	Skylar grey	kill for you
515	Eminem-desperation-lyrics	Eminem	desperation
516	Eminem-die-alone-lyrics	Eminem	die alone
517	Eminem-bagpipes-from-baghdad-lyrics	Eminem	bagpipes from baghdad
520	Eminem-just-the-two-of-us-lyrics	Eminem	just the two of us
521	Eminem-bad-meets-evil-lyrics	Eminem	bad meets evil
522	Eminem-when-the-music-stops-lyrics	Eminem	when the music stops
523	Eminem-yellow-brick-road-lyrics	Eminem	yellow brick road
524	Eminem-underground-lyrics	Eminem	underground
525	Eminem-you-dont-know-lyrics	Eminem	you dont know
527	Eminem-so-bad-lyrics	Eminem	so bad
528	Eminem-say-goodbye-hollywood-lyrics	Eminem	say goodbye hollywood
529	Eminem-as-the-world-turns-lyrics	Eminem	as the world turns
530	Eminem-untitled-lyrics	Eminem	untitled
531	Bad-meets-evil-welcome-2-hell-lyrics	Bad meets evil	welcome 2 hell
532	Eminem-youre-never-over-lyrics	Eminem	youre never over
533	Slaughterhouse-our-house-lyrics	Slaughterhouse	our house
534	Bad-meets-evil-above-the-law-lyrics	Bad meets evil	above the law
536	Eminem-fine-line-lyrics	Eminem	fine line
537	Eminem-despicable-lyrics	Eminem	despicable
538	Eminem-mosh-lyrics	Eminem	mosh
540	D12-fight-music-lyrics	D12	fight music
541	Eminem-the-kids-lyrics	Eminem	the kids
542	Eminem-syllables-lyrics	Eminem	syllables
543	Eminem-medicine-ball-lyrics	Eminem	medicine ball
544	Rihanna-numb-lyrics	Rihanna	numb
546	Eminem-drips-lyrics	Eminem	drips
547	Yelawolf-american-you-lyrics	Yelawolf	american you
549	Eminem-right-for-me-lyrics	Eminem	right for me
550	Eminem-crazy-in-love-lyrics	Eminem	crazy in love
551	Eminem-spend-some-time-lyrics	Eminem	spend some time
552	Bad-meets-evil-all-i-think-about-lyrics	Bad meets evil	all i think about
553	Eminem-cum-on-everybody-lyrics	Eminem	cum on everybody
554	Eminem-hello-lyrics	Eminem	hello
555	Dr-dre-the-watcher-lyrics	Dr dre	the watcher
556	50-cent-dont-push-me-lyrics	50 cent	dont push me
557	Eminem-must-be-the-ganja-lyrics	Eminem	must be the ganja
558	D12-rap-game-lyrics	D12	rap game
559	Eminem-careful-what-you-wish-for-lyrics	Eminem	careful what you wish for
561	50-cent-high-all-the-time-lyrics	50 cent	high all the time
562	Eminem-love-you-more-lyrics	Eminem	love you more
563	Busta-rhymes-ill-hurt-you-lyrics	Busta rhymes	ill hurt you
564	Bad-meets-evil-the-reunion-lyrics	Bad meets evil	the reunion
565	Eminem-say-what-you-say-lyrics	Eminem	say what you say
566	Eminem-puke-lyrics	Eminem	puke
567	Eminem-encore-curtains-down-lyrics	Eminem	encore curtains down
568	Bad-meets-evil-im-on-everything-lyrics	Bad meets evil	im on everything
570	D12-how-come-lyrics	D12	how come
571	Eminem-goat-lyrics	Eminem	goat
572	Eminem-music-box-lyrics	Eminem	music box
574	Eminem-one-shot-2-shot-lyrics	Eminem	one shot 2 shot
575	Eminem-evil-deeds-lyrics	Eminem	evil deeds
576	Lloyd-banks-where-im-at-lyrics	Lloyd banks	where im at
577	Bad-meets-evil-echo-lyrics	Bad meets evil	echo
579	Eminem-elevator-lyrics	Eminem	elevator
581	Bad-meets-evil-take-from-me-lyrics	Bad meets evil	take from me
582	Eminem-my-fault-lyrics	Eminem	my fault
583	Bad-meets-evil-raw-lyrics	Bad meets evil	raw
584	Eminem-love-me-lyrics	Eminem	love me
587	Eminem-we-as-americans-lyrics	Eminem	we as americans
588	50-cent-u-not-like-me-lyrics	50 cent	u not like me
589	Eminem-hail-mary-lyrics	Eminem	hail mary
590	Eminem-big-weenie-lyrics	Eminem	big weenie
593	Bad-meets-evil-loud-noises-lyrics	Bad meets evil	loud noises
597	Yelawolf-lets-roll-lyrics	Yelawolf	lets roll
598	Eminem-buffalo-bill-lyrics	Eminem	buffalo bill
599	Eminem-old-times-sake-lyrics	Eminem	old times sake
600	Eminem-313-lyrics	Eminem	313
602	Ice-cube-hello-lyrics	Ice cube	hello
603	Eminem-never-enough-lyrics	Eminem	never enough
605	Slaughterhouse-goodbye-lyrics	Slaughterhouse	goodbye
611	2pac-ghost-lyrics	2pac	ghost
612	Eminem-my-1st-single-lyrics	Eminem	my 1st single
613	Yelawolf-heartbreak-lyrics	Yelawolf	heartbreak
614	Yelawolf-throw-it-up-lyrics	Yelawolf	throw it up
615	Slaughterhouse-my-life-lyrics	Slaughterhouse	my life
616	Eminem-get-you-mad-lyrics	Eminem	get you mad
617	D12-shit-on-you-lyrics	D12	shit on you
619	Immortal-technique-bin-laden-lyrics	Immortal technique	bin laden
621	Eminem-its-okay-lyrics	Eminem	its okay
622	The-game-we-aint-lyrics	The game	we aint
623	Slaughterhouse-hammer-dance-lyrics	Slaughterhouse	hammer dance
624	50-cent-places-to-go-lyrics	50 cent	places to go
626	D12-revelation-lyrics	D12	revelation
627	Eminem-drop-the-bomb-on-em-lyrics	Eminem	drop the bomb on em
628	50-cent-new-day-lyrics	50 cent	new day
